0.839728	0.384401	0.427936	0.689234
0.751300	0.628308	0.607947	0.783176
0.117734	0.407543	0.769312	0.724076
0.367446	0.087254	0.837090	0.705322
0.983624	0.942050	0.348014	0.791177
0.128296	0.562249	0.463776	0.664412
0.742661	0.203818	0.505683	0.666735
0.510024	0.544419	0.113197	0.593845
0.331489	0.015713	0.498159	0.585739
0.507342	0.474522	0.227461	0.613877
0.107197	0.431572	0.239295	0.568822
0.904211	0.475665	0.449088	0.720281
0.761923	0.598898	0.377998	0.709371
0.532724	0.698833	0.278883	0.676704
0.644996	0.582037	0.379551	0.694772
0.335128	0.436487	0.820563	0.766979
0.909546	0.348738	0.612292	0.744390
0.972814	0.468398	0.983535	0.886022
0.663109	0.453508	0.524749	0.714437
0.709933	0.067334	0.390860	0.601718
0.724872	0.948137	0.679799	0.866054
0.784239	0.373584	0.095456	0.581778
0.454634	0.917232	0.582090	0.803537
0.006231	0.243617	0.883259	0.714324
0.207952	0.233679	0.928958	0.746218
0.534243	0.408161	0.063061	0.553975
0.545674	0.250014	0.584039	0.679782
0.908637	0.746905	0.372190	0.751902
0.654687	0.110784	0.361334	0.596026
0.885121	0.378817	0.348338	0.668777
0.275520	0.219199	0.519982	0.627386
0.111310	0.171020	0.306299	0.537225
0.515282	0.004663	0.494144	0.600704
0.110076	0.695443	0.430953	0.679382
0.516165	0.015309	0.115414	0.489303
0.543145	0.296614	0.836676	0.764640
0.937759	0.307141	0.046338	0.569105
0.749717	0.818444	0.289253	0.725436
0.270137	0.540647	0.287205	0.621305
0.097474	0.276987	0.095700	0.493855
0.193350	0.856067	0.161000	0.638848
0.257914	0.718567	0.137437	0.610736
0.677078	0.496838	0.044379	0.580389
0.381253	0.019709	0.579856	0.616024
0.788805	0.480379	0.775084	0.807481
0.471313	0.333532	0.519418	0.669663
0.487493	0.076027	0.635905	0.654726
0.685367	0.661336	0.972582	0.892579
0.562764	0.331707	0.513209	0.676581
0.631302	0.079336	0.263565	0.558067
0.073092	0.810244	0.384766	0.684788
0.295292	0.053496	0.807136	0.682369
0.154944	0.984637	0.175321	0.665018
0.850203	0.033241	0.357291	0.598856
0.232995	0.233887	0.473102	0.612007
0.315335	0.206222	0.510141	0.625820
0.516477	0.106703	0.904200	0.744248
0.861433	0.412768	0.764700	0.798107
0.728129	0.984460	0.449407	0.804527
0.431669	0.001186	0.884656	0.708801
0.288549	0.262208	0.199762	0.541225
0.418277	0.132108	0.239017	0.539954
0.934168	0.149046	0.437850	0.654581
0.824261	0.948177	0.768154	0.902508
0.168540	0.166349	0.169013	0.500828
0.263815	0.501905	0.084003	0.551963
0.840241	0.194685	0.840911	0.775234
0.616281	0.641969	0.919098	0.865751
0.898847	0.647311	0.645697	0.813056
0.405129	0.533120	0.451973	0.682729
0.170318	0.470003	0.087708	0.537345
0.110010	0.312860	0.219514	0.539427
0.496522	0.356549	0.304172	0.612214
0.124171	0.448005	0.333570	0.602089
0.610664	0.110419	0.303023	0.574057
0.847549	0.785475	0.690962	0.849139
0.156077	0.704709	0.510282	0.709634
0.359484	0.766176	0.155563	0.635853
0.253350	0.510631	0.339159	0.629209
0.665631	0.362618	0.679480	0.742931
0.617013	0.585435	0.436111	0.709622
0.734911	0.629168	0.630366	0.788434
0.834429	0.515131	0.208334	0.648969
0.443507	0.545943	0.537003	0.714640
0.025152	0.433243	0.280881	0.573428
0.559035	0.143188	0.801518	0.724997
0.574239	0.867889	0.305971	0.722793
0.844756	0.821927	0.599843	0.828814
0.678125	0.269692	0.125640	0.559443
0.940339	0.958911	0.738444	0.907349
0.858163	0.720003	0.258423	0.707344
0.867005	0.880548	0.367016	0.772915
0.781070	0.603251	0.609345	0.781561
0.703811	0.755068	0.274139	0.703637
0.934499	0.071566	0.877519	0.771019
0.763241	0.150595	0.166512	0.556397
0.106167	0.238845	0.276534	0.541346
0.665489	0.507444	0.028048	0.576452
0.410640	0.817025	0.786973	0.840561
0.407332	0.733374	0.380586	0.701584
0.376135	0.483031	0.324483	0.631565
0.236008	0.307918	0.145941	0.528967
0.307178	0.031342	0.303030	0.527895
0.466348	0.852399	0.338191	0.718572
0.085684	0.614721	0.122234	0.568183
0.957022	0.633146	0.396334	0.741232
0.161921	0.345537	0.753351	0.711305
0.353517	0.884453	0.174988	0.664739
0.723763	0.473234	0.573198	0.738983
0.141509	0.372971	0.564868	0.658206
0.801177	0.264307	0.504078	0.684203
0.994650	0.631659	0.979341	0.919599
0.284965	0.120110	0.054523	0.468875
0.065651	0.900607	0.655732	0.783406
0.131185	0.088346	0.242594	0.503566
0.536430	0.606659	0.731158	0.794322
0.736743	0.509110	0.060266	0.593576
0.173598	0.971910	0.687901	0.818112
0.313666	0.035919	0.169970	0.489542
0.713218	0.723958	0.266812	0.696157
0.902708	0.677223	0.534075	0.785938
0.958385	0.048464	0.899731	0.775451
0.169576	0.506182	0.848108	0.772626
0.559445	0.961018	0.506052	0.799964
0.650457	0.623341	0.995870	0.888475
0.186843	0.954148	0.791584	0.846989
0.641510	0.960449	0.107155	0.688387
0.678099	0.164409	0.305478	0.592335
0.665600	0.203664	0.060152	0.525338
0.140513	0.352928	0.982871	0.779498
0.547025	0.291246	0.711314	0.726346
0.137296	0.650362	0.873349	0.805807
0.650937	0.184021	0.395999	0.620698
0.053708	0.956692	0.935396	0.877328
0.161062	0.006363	0.458037	0.554790
0.432143	0.721499	0.897681	0.856818
0.352814	0.846628	0.040405	0.616728
0.840254	0.665354	0.547918	0.781472
0.587611	0.374956	0.543914	0.696927
0.171893	0.929013	0.676830	0.806041
0.862866	0.800682	0.220382	0.712538
0.809738	0.509752	0.879948	0.846909
0.206021	0.026117	0.543797	0.588965
0.275933	0.343992	0.290993	0.583690
0.214837	0.375420	0.465478	0.636211
0.733368	0.751000	0.795615	0.862221
0.948928	0.892586	0.835486	0.924056
0.425751	0.283049	0.381169	0.613536
0.778426	0.438549	0.920187	0.841609
0.164210	0.481368	0.835768	0.763425
0.556355	0.304632	0.237725	0.587879
0.579481	0.194908	0.927012	0.775033
0.841317	0.454678	0.733471	0.795109
0.523756	0.263834	0.439066	0.636862
0.167472	0.836504	0.532209	0.743711
0.060561	0.743410	0.014097	0.558967
0.596908	0.814858	0.477910	0.766035
0.800482	0.481241	0.957948	0.863681
0.975523	0.262979	0.505275	0.701731
0.025214	0.764305	0.796296	0.794271
0.267856	0.664778	0.251209	0.635104
0.395379	0.743551	0.452307	0.723940
0.144400	0.173703	0.419980	0.575175
0.933284	0.589816	0.883997	0.876491
0.250747	0.567900	0.444512	0.672008
0.728161	0.564819	0.965529	0.875439
0.082298	0.425346	0.399279	0.613083
0.941927	0.559037	0.754528	0.832359
0.173651	0.068125	0.023314	0.437984
0.233892	0.429912	0.035770	0.520103
0.855060	0.425080	0.494682	0.718926
0.655086	0.813296	0.944012	0.911371
0.895631	0.106340	0.375012	0.623335
0.241842	0.014905	0.693303	0.635156
0.816384	0.971480	0.146175	0.719787
0.842744	0.814729	0.929373	0.926032
0.791216	0.603909	0.248510	0.674456
0.175020	0.037295	0.880213	0.689025
0.395820	0.610649	0.498467	0.711252
0.366346	0.001061	0.157064	0.483966
0.737039	0.369768	0.483262	0.692636
0.598842	0.735848	0.590758	0.784281
0.980474	0.240919	0.318983	0.641926
0.030062	0.913393	0.801921	0.826261
0.354158	0.255571	0.028048	0.494945
0.925278	0.980300	0.534299	0.848877
0.199965	0.594530	0.887581	0.805177
0.834504	0.802937	0.531339	0.803440
0.258533	0.346392	0.682852	0.699987
0.498657	0.262138	0.651044	0.697607
0.231682	0.427837	0.781553	0.743202
0.091249	0.385338	0.410551	0.609358
0.026170	0.639256	0.576459	0.703406
0.591938	0.339564	0.144115	0.570341
0.551190	0.008696	0.884698	0.722268
0.596120	0.196914	0.715996	0.713793
0.442999	0.997309	0.911931	0.917341
0.278856	0.979146	0.627208	0.811877
0.167787	0.050527	0.537950	0.588269
0.852076	0.322691	0.649857	0.744703
