0.120431	0.136129
0.676309	0.302893
0.765958	0.329787
0.043579	0.113074
0.591529	0.277459
0.430029	0.229009
0.820746	0.346224
0.941262	0.382379
0.859922	0.357977
0.814826	0.344448
0.390171	0.217051
0.383516	0.215055
0.814598	0.344379
0.758679	0.327604
0.961920	0.388576
0.059461	0.117838
0.881506	0.364452
0.523629	0.257089
0.955261	0.386578
0.823864	0.347159
0.032028	0.109609
0.180717	0.154215
0.953669	0.386101
0.294111	0.188233
0.290353	0.187106
0.345623	0.203687
0.376997	0.213099
0.187912	0.156374
0.905817	0.371745
0.076606	0.122982
0.607813	0.282344
0.851087	0.355326
0.735754	0.320726
0.927540	0.378262
0.701996	0.310599
0.264218	0.179266
0.301903	0.190571
0.213881	0.164164
0.932311	0.379693
0.653952	0.296186
0.416097	0.224829
0.965264	0.389579
0.258490	0.177547
0.696591	0.308977
0.179572	0.153871
0.934189	0.380257
0.867091	0.360127
0.193597	0.158079
0.451232	0.235370
0.749920	0.324976
0.239316	0.171795
0.516869	0.255061
0.497464	0.249239
0.567542	0.270263
0.226089	0.167827
0.334440	0.200332
0.453302	0.235991
0.522444	0.256733
0.938266	0.381480
0.460264	0.238079
0.292245	0.187674
0.270986	0.181296
0.401657	0.220497
0.006119	0.101836
0.994461	0.398338
0.441475	0.232442
0.949996	0.384999
0.718804	0.315641
0.998049	0.399415
0.465253	0.239576
0.229980	0.168994
0.763293	0.328988
0.932311	0.379693
0.093615	0.128084
0.910691	0.373207
0.090085	0.127026
0.319445	0.195833
0.637886	0.291366
0.463584	0.239075
0.383476	0.215043
0.347516	0.204255
0.830386	0.349116
0.817542	0.345263
0.636253	0.290876
0.471151	0.241345
0.651123	0.295337
0.167383	0.150215
0.084708	0.125412
0.361156	0.208347
0.364593	0.209378
0.761298	0.328389
0.293628	0.188088
0.712255	0.313677
0.258084	0.177425
0.760532	0.328160
0.757661	0.327298
0.745544	0.323663
0.231878	0.169563
0.012742	0.103823
0.282119	0.184636
0.601698	0.280509
0.724305	0.317291
0.584692	0.275408
0.016113	0.104834
0.579344	0.273803
0.266652	0.179996
0.851020	0.355306
0.746825	0.324048
0.781549	0.334465
0.130530	0.139159
0.628097	0.288429
0.637517	0.291255
0.400852	0.220255
0.055880	0.116764
0.216832	0.165050
0.024661	0.107398
0.163891	0.149167
0.239672	0.171902
0.544584	0.263375
0.599626	0.279888
0.858771	0.357631
0.220022	0.166006
0.903546	0.371064
0.466324	0.239897
0.448006	0.234402
0.695251	0.308575
0.771242	0.331372
0.758293	0.327488
0.032245	0.109673
0.128529	0.138559
0.220281	0.166084
0.940490	0.382147
0.278806	0.183642
0.624381	0.287314
0.381538	0.214461
0.985990	0.395797
0.731546	0.319464
0.910666	0.373200
0.808109	0.342433
0.691413	0.307424
0.189586	0.156876
0.455309	0.236593
0.042817	0.112845
0.886208	0.365863
0.534928	0.260478
0.815776	0.344733
0.955783	0.386735
0.010905	0.103271
0.026229	0.107869
0.053471	0.116041
0.207814	0.162344
0.033964	0.110189
0.238505	0.171552
0.726745	0.318023
0.507097	0.252129
0.740263	0.322079
0.310356	0.193107
0.472989	0.241897
0.283441	0.185032
0.240226	0.172068
0.542267	0.262680
0.041111	0.112333
0.597273	0.279182
0.536890	0.261067
0.715741	0.314722
0.742777	0.322833
0.062440	0.118732
0.926824	0.378047
0.692338	0.307701
0.138285	0.141485
0.929312	0.378793
0.271477	0.181443
0.262059	0.178618
0.208831	0.162649
0.808781	0.342634
0.997493	0.399248
0.874529	0.362359
0.826063	0.347819
0.831753	0.349526
0.896989	0.369097
0.304042	0.191213
0.134555	0.140366
0.174683	0.152405
0.647291	0.294187
0.994783	0.398435
0.222875	0.166862
0.513754	0.254126
0.955983	0.386795
0.643626	0.293088
0.301538	0.190461
0.460861	0.238258
0.466640	0.239992
0.638237	0.291471
0.404526	0.221358
0.184550	0.155365
0.758464	0.327539
0.054316	0.116295
0.499245	0.249773
0.313368	0.194010
0.834655	0.350396
